"","x"
"215",2
"216",1
"217",2
"218",2
"219",2
"220",2
"221",1
"222",1
"223",2
"224",1
"225",2
"226",2
"227",1
"228",1
"229",1
"230",1
"231",2
"232",1
"233",2
"234",2
"235",1
"236",2
"237",1
"238",2
"239",1
"240",1
"241",2
"242",2
"243",2
"244",1
"245",2
"246",2
"247",1
"248",2
"249",1
"250",1
"251",1
"252",1
"253",2
"254",2
"255",1
"256",1
"257",2
"258",1
"259",2
"260",1
"261",2
"262",1
"263",2
"264",1
"265",2
"266",1
"267",2
"268",1
"269",2
"270",2
"271",2
"272",2
"273",1
"274",1
"275",2
"276",2
"277",1
"278",2
"279",1
"280",2
"281",2
"282",1
"283",1
"284",1
"285",1
"286",2
"287",2
"288",2
"289",2
"290",2
"291",2
"292",1
"293",2
"294",1
"295",1
"296",2
"297",2
"298",2
"299",1
"300",1
"301",1
"302",2
"303",2
"304",2
"305",1
"306",1
"307",2
"308",1
"309",1
"310",2
"311",1
"312",1
"313",1
"314",1
"315",2
"316",1
"317",2
"318",2
"319",2
"320",1
"321",1
"322",2
"323",1
"324",2
"325",1
"326",1
"327",2
"328",2
"329",2
"330",1
"331",1
"332",2
"333",2
"334",1
"335",1
"336",2
"337",1
"338",2
"339",1
"340",1
"341",1
"342",1
"343",2
"344",2
"345",2
"346",2
"347",2
"348",2
"349",1
"350",2
"351",2
"352",1
"353",1
"354",1
"355",1
"356",1
"357",2
"358",1
"359",1
"360",1
"361",1
"362",1
"363",1
"364",2
"365",2
"366",2
"367",2
"368",2
"369",1
"370",1
"371",1
"372",1
"373",2
"374",1
"375",2
"376",1
"377",2
"378",2
"379",2
"380",1
"381",1
"382",2
"383",2
"384",1
"385",1
"386",2
"387",2
"388",1
"389",2
"390",1
"391",2
"392",2
"393",2
"394",2
"395",2
"396",2
"397",2
"398",2
"399",2
"400",1
"401",1
"402",1
"403",2
"404",2
"405",2
"406",2
"407",1
"408",2
"409",2
"410",2
"411",2
"412",1
"413",2
"414",1
"415",1
"416",2
"417",1
"418",2
"419",1
"420",2
"421",1
"422",1
"423",1
"424",2
"425",2
"426",1
"427",1
"428",2
"429",1
"430",2
"431",2
"432",1
"433",2
"434",2
"435",2
"436",1
"437",1
"438",1
"439",1
"440",2
"441",1
"442",1
"443",1
"444",2
"445",1
"446",2
"447",1
"448",1
"449",1
"450",1
"451",2
"452",1
"453",1
"454",1
"455",1
"456",2
"457",1
"458",2
"459",2
"460",2
"461",2
"462",2
"463",2
"464",1
"465",2
"466",2
"467",1
"468",2
"469",2
"470",2
"471",2
"472",2
"473",1
"474",2
"475",1
"476",1
"477",2
"478",2
"479",1
"480",2
"481",1
"482",2
"483",2
"484",1
"485",1
"486",1
"487",1
"488",1
"489",1
"490",1
"491",2
"492",1
"493",1
"494",2
"495",1
"496",1
"497",2
"498",2
"499",2
"500",1
"501",1
"502",2
"503",2
"504",1
"505",1
"506",2
"507",1
"508",1
"509",2
"510",1
"511",1
"512",2
"513",2
"514",1
"515",2
"516",1
"517",2
"518",1
"519",2
"520",1
"521",2
"522",2
"523",2
"524",1
"525",1
"526",2
"527",2
"528",2
"529",1
"530",2
"531",1
"532",1
"533",1
"534",1
"535",2
"536",1
"537",2
"538",1
"539",1
"540",2
"541",1
"542",2
"543",1
"544",1
"545",1
"546",1
"547",1
"548",2
"549",2
"550",2
"551",2
"552",1
"553",1
"554",2
"555",1
"556",1
"557",2
"558",2
"559",1
"560",1
"561",1
"562",2
"563",2
"564",2
"565",1
"566",1
"567",2
"568",1
"569",1
"570",1
"571",1
"572",2
"573",2
"574",1
"575",2
"576",1
"577",2
"578",2
"579",2
"580",1
"581",2
"582",1
"583",2
"584",1
"585",1
"586",1
"587",1
"588",2
"589",1
"590",1
"591",2
"592",2
"593",2
"594",1
"595",1
"596",1
"597",1
"598",1
"599",1
"600",1
"601",1
"602",2
"603",2
"604",2
"605",1
"606",1
"607",1
"608",1
"609",1
"610",1
"611",1
"612",1
"613",2
"614",1
"615",1
"616",1
"617",2
"618",2
"619",1
"620",1
"621",1
"622",2
"623",1
"624",1
"625",1
"626",2
"627",2
"628",2
"629",1
"630",1
"631",1
"632",2
"633",2
"634",2
"635",1
"636",2
"637",1
"638",1
"639",2
"640",1
"641",1
"642",1
"643",2
"644",1
"645",1
"646",1
"647",1
"648",2
"649",1
"650",2
"651",1
"652",2
"653",2
"654",1
"655",2
"656",2
"657",2
"658",2
"659",1
"660",2
"661",1
"662",1
"663",1
"664",2
"665",2
"666",1
"667",1
"668",2
"669",1
"670",1
"671",1
"672",2
"673",2
"674",1
"675",1
"676",1
"677",1
"678",2
"679",2
"680",1
"681",2
"682",1
"683",2
"684",2
"685",1
"686",1
"687",2
"688",1
"689",1
"690",1
"691",2
"692",1
"693",2
"694",1
"695",1
"696",2
"697",1
"698",2
"699",1
"700",1
"701",1
"702",2
"703",2
"704",1
"705",2
"706",1
"707",2
"708",1
"709",2
"710",1
"711",1
"712",2
"713",1
"714",1
"715",2
"716",2
"717",1
"718",2
"719",1
"720",2
"721",2
"722",1
"723",2
"724",2
"725",2
"726",2
"727",2
"728",2
"729",2
"730",1
"731",1
"732",1
"733",1
"734",1
"735",1
"736",2
"737",1
"738",2
"739",2
"740",2
"741",1
"742",2
"743",2
"744",1
"745",2
"746",1
"747",1
"748",2
"749",2
"750",2
"751",1
"752",1
"753",1
"754",2
"755",2
"756",2
"757",2
"758",1
"759",2
"760",2
"761",1
"762",2
"763",2
"764",1
"765",2
"766",1
"767",2
"768",2
"769",2
"770",2
"771",2
"772",2
"773",2
"774",1
"775",2
"776",1
"777",1
"778",2
"779",1
"780",1
"781",1
"782",1
"783",1
"784",2
"785",2
"786",1
"787",2
"788",2
"789",1
"790",2
"791",1
"792",2
"793",2
"794",1
"795",2
"796",2
"797",2
"798",2
"799",2
"800",1
"801",2
"802",1
"803",2
"804",2
"805",1
"806",2
"807",2
"808",1
"809",2
"810",2
"811",1
"812",2
"813",1
"814",2
"815",1
"816",2
"817",1
"818",1
"819",1
"820",2
"821",1
"822",2
"823",1
"824",1
"825",1
"826",2
"827",1
"828",1
"829",2
"830",2
"831",1
"832",2
"833",2
"834",1
"835",2
"836",1
"837",2
"838",2
"839",2
"840",1
"841",1
"842",2
"843",1
"844",1
"845",2
"846",1
"847",2
"848",2
"849",1
"850",2
"851",1
"852",1
"853",2
"854",2
"855",1
"856",2
"857",1
"858",1
"859",1
"860",2
"861",2
"862",2
"863",1
"864",2
"865",2
"866",1
"867",2
"868",1
"869",2
"870",2
"871",1
"872",2
"873",2
"874",1
"875",1
"876",1
"877",2
"878",1
"879",2
"880",1
"881",1
"882",1
"883",1
"884",1
"885",1
"886",1
"887",2
"888",1
"889",2
"890",2
"891",1
"892",1
"893",2
"894",1
"895",2
"896",1
"897",1
"898",2
"899",2
"900",1
"901",1
"902",1
"903",2
"904",2
"905",2
"906",2
"907",2
"908",2
"909",2
"910",1
"911",1
"912",1
"913",1
"914",2
"915",1
"916",1
"917",2
"918",1
"919",1
"920",1
"921",2
"922",1
"923",1
"924",1
"925",1
"926",1
"927",1
"928",2
"929",1
"930",1
"931",2
"932",2
"933",1
"934",1
"935",2
"936",2
"937",1
"938",1
"939",2
"940",2
"941",2
"942",1
"943",2
"944",1
"945",2
"946",2
"947",2
"948",1
"949",2
"950",2
"951",2
"952",2
"953",2
"954",1
"955",2
"956",2
"957",1
"958",2
"959",2
"960",1
"961",2
"962",2
"963",2
"964",1
"965",2
"966",2
"967",1
"968",2
"969",2
"970",2
"971",1
"972",2
"973",2
"974",2
"975",2
"976",2
"977",1
"978",2
"979",1
"980",1
"981",2
"982",2
"983",2
"984",1
"985",1
"986",1
"987",2
"988",1
"989",1
"990",1
"991",1
"992",2
"993",1
"994",2
"995",1
"996",1
"997",1
"998",1
"999",1
"1000",1
"1001",1
"1002",2
"1003",1
"1004",2
"1005",2
"1006",2
"1007",1
"1008",2
"1009",2
"1010",1
"1011",1
"1012",2
"1013",1
"1014",2
"1015",2
"1016",2
"1017",1
"1018",2
"1019",2
"1020",2
"1021",1
"1022",2
"1023",2
"1024",2
"1025",1
"1026",1
"1027",1
"1028",1
"1029",1
"1030",1
"1031",2
"1032",1
"1033",1
"1034",1
"1035",1
"1036",1
"1037",2
"1038",1
"1039",1
"1040",1
"1041",1
"1042",1
"1043",1
"1044",1
"1045",2
"1046",1
"1047",2
"1048",1
"1049",2
"1050",2
"1051",2
"1052",1
"1053",2
"1054",1
"1055",2
"1056",1
"1057",2
"1058",1
"1059",2
"1060",2
"1061",2
"1062",2
"1063",1
"1064",2
"1065",2
"1066",1
"1067",1
"1068",2
"1069",2
"1070",2
"1071",2
"1072",1
"1073",2
"1074",1
"1075",2
"1076",1
"1077",1
"1078",1
"1079",1
"1080",1
"1081",1
"1082",2
"1083",1
"1084",2
"1085",1
"1086",2
"1087",2
"1088",2
"1089",2
"1090",1
"1091",1
"1092",2
"1093",2
"1094",2
"1095",1
"1096",2
"1097",2
"1098",2
"1099",1
"1100",2
"1101",1
"1102",2
"1103",1
"1104",2
"1105",1
"1106",2
"1107",2
"1108",2
"1109",1
"1110",2
"1111",1
"1112",1
"1113",1
"1114",2
"1115",2
"1116",1
"1117",2
"1118",2
"1119",1
"1120",1
"1121",2
"1122",1
"1123",1
"1124",1
"1125",1
"1126",1
"1127",1
"1128",2
"1129",1
"1130",1
"1131",2
"1132",2
"1133",1
"1134",2
"1135",2
"1136",1
"1137",1
"1138",1
"1139",2
"1140",1
"1141",1
"1142",1
"1143",2
"1144",1
"1145",2
"1146",1
"1147",1
"1148",1
"1149",1
"1150",2
"1151",2
"1152",1
"1153",2
"1154",2
"1155",2
"1156",2
"1157",1
"1158",1
"1159",2
"1160",2
"1161",2
"1162",1
"1163",2
"1164",1
"1165",2
"1166",1
"1167",2
"1168",1
"1169",2
"1170",2
"1171",1
"1172",1
"1173",1
"1174",1
"1175",2
"1176",2
"1177",2
"1178",1
"1179",1
"1180",1
"1181",1
"1182",1
"1183",1
"1184",1
"1185",2
"1186",2
"1187",2
"1188",1
"1189",2
"1190",1
"1191",2
"1192",2
"1193",2
"1194",1
"1195",2
"1196",1
"1197",1
"1198",1
"1199",2
"1200",1
"1201",1
"1202",1
"1203",2
"1204",1
"1205",1
"1206",2
"1207",1
"1208",1
"1209",1
"1210",1
"1211",2
"1212",2
"1213",1
"1214",2
"1215",1
"1216",2
"1217",1
"1218",1
"1219",1
"1220",2
"1221",1
"1222",2
"1223",1
"1224",2
"1225",2
"1226",2
"1227",1
"1228",1
"1229",1
"1230",2
"1231",1
"1232",1
"1233",1
"1234",2
"1235",1
"1236",2
"1237",2
"1238",2
"1239",2
"1240",1
"1241",1
"1242",2
"1243",2
"1244",2
"1245",1
"1246",2
"1247",2
"1248",2
"1249",1
"1250",2
"1251",1
"1252",2
"1253",1
"1254",2
"1255",2
"1256",1
"1257",2
"1258",2
"1259",1
"1260",2
"1261",2
"1262",2
"1263",2
"1264",2
"1265",1
"1266",2
"1267",2
"1268",1
"1269",1
"1270",2
"1271",1
"1272",2
"1273",2
"1274",2
"1275",1
"1276",1
"1277",1
"1278",2
"1279",2
"1280",2
"1281",1
"1282",1
"1283",1
"1284",2
"1285",1
"1286",2
"1287",2
"1288",2
"1289",1
"1290",2
"1291",1
"1292",1
"1293",1
"1294",2
"1295",2
"1296",2
"1297",2
"1298",1
"1299",2
"1300",1
"1301",1
"1302",1
"1303",1
"1304",1
"1305",1
"1306",1
"1307",1
"1308",2
"1309",2
"1310",1
"1311",1
"1312",1
"1313",1
"1314",2
"1315",2
"1316",1
"1317",1
"1318",1
"1319",1
"1320",2
"1321",2
"1322",2
"1323",2
"1324",2
"1325",1
"1326",2
"1327",2
"1328",2
"1329",1
"1330",1
"1331",1
"1332",2
"1333",1
"1334",1
"1335",1
"1336",2
"1337",1
"1338",2
"1339",2
"1340",2
"1341",2
"1342",1
"1343",2
"1344",1
"1345",1
"1346",1
"1347",1
"1348",1
"1349",2
"1350",2
"1351",1
"1352",1
"1353",1
"1354",1
"1355",2
"1356",1
"1357",1
"1358",1
"1359",1
"1360",1
"1361",2
"1362",1
"1363",2
"1364",1
"1365",1
"1366",1
"1367",1
"1368",2
"1369",1
"1370",2
"1371",2
"1372",2
"1373",1
"1374",1
"1375",2
"1376",1
"1377",1
"1378",1
"1379",2
"1380",1
"1381",2
"1382",1
"1383",2
"1384",2
"1385",1
"1386",2
"1387",2
"1388",1
"1389",2
"1390",2
"1391",2
"1392",2
"1393",2
"1394",1
"1395",1
"1396",2
"1397",2
"1398",1
"1399",2
"1400",2
"1401",2
"1402",2
"1403",2
"1404",1
"1405",1
"1406",2
"1407",1
"1408",1
"1409",2
"1410",1
"1411",1
"1412",2
"1413",2
"1414",2
"1415",2
"1416",1
"1417",1
"1418",1
"1419",1
"1420",2
"1421",1
"1422",2
"1423",1
"1424",2
"1425",2
"1426",1
"1427",2
"1428",1
"1429",2
"1430",1
"1431",2
"1432",1
"1433",2
"1434",1
"1435",2
"1436",2
"1437",1
"1438",1
"1439",2
"1440",1
"1441",1
"1442",1
"1443",1
"1444",1
"1445",1
"1446",1
"1447",2
"1448",1
"1449",1
"1450",1
"1451",1
"1452",2
"1453",2
"1454",1
"1455",1
"1456",1
"1457",1
"1458",1
"1459",1
"1460",2
"1461",2
"1462",1
"1463",2
"1464",2
"1465",2
"1466",2
"1467",2
"1468",1
"1469",1
"1470",2
"1471",1
"1472",1
"1473",1
"1474",2
"1475",1
"1476",1
"1477",1
"1478",1
"1479",1
"1480",2
"1481",1
"1482",1
"1483",2
"1484",1
"1485",2
"1486",2
"1487",2
"1488",2
"1489",2
"1490",2
"1491",1
"1492",2
"1493",1
"1494",2
"1495",2
"1496",2
"1497",1
"1498",2
"1499",1
"1500",2
