"","x"
"515",3
"516",3
"517",3
"518",5
"519",3
"520",1
"521",5
"522",2
"523",3
"524",1
"525",1
"526",6
"527",5
"528",2
"529",4
"530",1
"531",5
"532",2
"533",3
"534",3
"535",3
"536",3
"537",6
"538",3
"539",3
"540",1
"541",2
"542",6
"543",4
"544",5
"545",4
"546",6
"547",4
"548",4
"549",3
"550",1
"551",2
"552",6
"553",4
"554",2
"555",1
"556",2
"557",4
"558",1
"559",3
"560",4
"561",6
"562",2
"563",4
"564",1
"565",1
"566",1
"567",4
"568",1
"569",2
"570",5
"571",4
"572",3
"573",6
"574",1
"575",4
"576",5
"577",6
"578",3
"579",4
"580",6
"581",6
"582",3
"583",1
"584",5
"585",3
"586",4
"587",2
"588",4
"589",2
"590",1
"591",1
"592",5
"593",3
"594",4
"595",6
"596",3
"597",4
"598",5
"599",2
"600",3
"601",3
"602",5
"603",2
"604",2
"605",1
"606",4
"607",6
"608",4
"609",1
"610",6
"611",1
"612",3
"613",1
"614",1
"615",2
"616",3
"617",2
"618",6
"619",1
"620",4
"621",5
"622",5
"623",2
"624",1
"625",6
"626",4
"627",5
"628",3
"629",1
"630",1
"631",3
"632",2
"633",6
"634",1
"635",1
"636",1
"637",1
"638",4
"639",4
"640",5
"641",2
"642",2
"643",6
"644",6
"645",4
"646",1
"647",4
"648",2
"649",5
"650",2
"651",3
"652",2
"653",4
"654",5
"655",5
"656",1
"657",3
"658",1
"659",6
"660",1
"661",1
"662",6
"663",6
"664",3
"665",4
"666",6
"667",4
"668",1
"669",2
"670",4
"671",1
"672",3
"673",5
"674",1
"675",2
"676",1
"677",4
"678",1
"679",5
"680",4
"681",4
"682",2
"683",1
"684",6
"685",2
"686",5
"687",4
"688",5
"689",2
"690",6
"691",1
"692",5
"693",2
"694",2
"695",5
"696",1
"697",6
"698",6
"699",6
"700",2
"701",6
"702",3
"703",5
"704",5
"705",3
"706",6
"707",1
"708",1
"709",3
"710",1
"711",2
"712",1
"713",2
"714",1
"715",2
"716",5
"717",1
"718",3
"719",3
"720",2
"721",1
"722",1
"723",6
"724",3
"725",5
"726",3
"727",5
"728",3
"729",3
"730",6
"731",2
"732",4
"733",5
"734",5
"735",4
"736",2
"737",3
"738",6
"739",2
"740",5
"741",1
"742",5
"743",6
"744",3
"745",6
"746",5
"747",3
"748",6
"749",2
"750",1
"751",2
"752",5
"753",5
"754",2
"755",1
"756",5
"757",5
"758",6
"759",2
"760",4
"761",1
"762",4
"763",5
"764",6
"765",1
"766",4
"767",6
"768",4
"769",6
"770",4
"771",2
"772",1
"773",1
"774",2
"775",4
"776",6
"777",6
"778",6
"779",4
"780",1
"781",1
"782",6
"783",2
"784",1
"785",5
"786",5
"787",5
"788",3
"789",2
"790",2
"791",4
"792",2
"793",4
"794",5
"795",3
"796",3
"797",5
"798",6
"799",5
"800",4
"801",6
"802",1
"803",2
"804",5
"805",5
"806",1
"807",3
"808",1
"809",2
"810",6
"811",6
"812",1
"813",6
"814",5
"815",3
"816",6
"817",5
"818",5
"819",3
"820",5
"821",3
"822",6
"823",1
"824",5
"825",4
"826",2
"827",2
"828",6
"829",6
"830",1
"831",3
"832",1
"833",4
"834",1
"835",4
"836",6
"837",3
"838",1
"839",6
"840",6
"841",4
"842",3
"843",1
"844",2
"845",4
"846",3
"847",4
"848",2
"849",3
"850",4
"851",1
"852",3
"853",6
"854",3
"855",5
"856",4
"857",4
"858",3
"859",6
"860",1
"861",6
"862",6
"863",3
"864",2
"865",3
"866",3
"867",5
"868",1
"869",4
"870",1
"871",5
"872",4
"873",2
"874",1
"875",6
"876",4
"877",1
"878",3
"879",4
"880",4
"881",5
"882",2
"883",4
"884",2
"885",6
"886",3
"887",3
"888",5
"889",3
"890",6
"891",1
"892",5
"893",6
"894",6
"895",6
"896",5
"897",6
"898",5
"899",6
"900",1
"901",1
"902",2
"903",6
"904",5
"905",1
"906",4
"907",4
"908",5
"909",4
"910",6
"911",2
"912",2
"913",2
"914",2
"915",2
"916",1
"917",4
"918",6
"919",5
"920",3
"921",1
"922",6
"923",3
"924",5
"925",2
"926",5
"927",1
"928",3
"929",4
"930",1
"931",2
"932",1
"933",5
"934",5
"935",1
"936",5
"937",4
"938",3
"939",3
"940",4
"941",4
"942",3
"943",6
"944",1
"945",2
"946",3
"947",2
"948",1
"949",5
"950",2
"951",5
"952",3
"953",3
"954",4
"955",5
"956",1
"957",3
"958",1
"959",4
"960",1
"961",4
"962",2
"963",2
"964",2
"965",6
"966",1
"967",4
"968",4
"969",6
"970",3
"971",2
"972",2
"973",3
"974",5
"975",4
"976",4
"977",6
"978",4
"979",1
"980",2
"981",1
"982",6
"983",1
"984",6
"985",1
"986",4
"987",4
"988",5
"989",1
"990",1
"991",1
"992",6
"993",5
"994",6
"995",4
"996",3
"997",2
"998",5
"999",5
"1000",6
"1001",4
"1002",1
"1003",4
"1004",5
"1005",5
"1006",2
"1007",5
"1008",1
"1009",4
"1010",2
"1011",5
"1012",5
"1013",1
"1014",4
"1015",6
"1016",4
"1017",6
"1018",5
"1019",3
"1020",5
"1021",3
"1022",3
"1023",1
"1024",4
"1025",3
"1026",4
"1027",6
"1028",2
"1029",4
"1030",2
"1031",3
"1032",5
"1033",2
"1034",1
"1035",2
"1036",6
"1037",1
"1038",4
"1039",2
"1040",3
"1041",6
"1042",4
"1043",1
"1044",6
"1045",4
"1046",2
"1047",6
"1048",4
"1049",6
"1050",3
"1051",2
"1052",5
"1053",6
"1054",5
"1055",6
"1056",3
"1057",6
"1058",3
"1059",2
"1060",6
"1061",4
"1062",3
"1063",6
"1064",2
"1065",2
"1066",4
"1067",1
"1068",1
"1069",1
"1070",1
"1071",2
"1072",2
"1073",3
"1074",2
"1075",6
"1076",2
"1077",6
"1078",3
"1079",3
"1080",4
"1081",5
"1082",2
"1083",6
"1084",4
"1085",3
"1086",4
"1087",2
"1088",6
"1089",3
"1090",6
"1091",2
"1092",1
"1093",1
"1094",6
"1095",5
"1096",5
"1097",4
"1098",2
"1099",3
"1100",6
"1101",6
"1102",4
"1103",3
"1104",1
"1105",6
"1106",2
"1107",5
"1108",6
"1109",6
"1110",2
"1111",6
"1112",1
"1113",6
"1114",2
"1115",2
"1116",3
"1117",3
"1118",6
"1119",6
"1120",4
"1121",1
"1122",6
"1123",3
"1124",2
"1125",2
"1126",2
"1127",6
"1128",2
"1129",6
"1130",4
"1131",4
"1132",6
"1133",4
"1134",6
"1135",3
"1136",3
"1137",1
"1138",1
"1139",6
"1140",1
"1141",6
"1142",4
"1143",2
"1144",3
"1145",6
"1146",5
"1147",3
"1148",6
"1149",5
"1150",4
"1151",4
"1152",3
"1153",6
"1154",6
"1155",2
"1156",3
"1157",4
"1158",5
"1159",4
"1160",1
"1161",5
"1162",2
"1163",2
"1164",2
"1165",2
"1166",2
"1167",5
"1168",4
"1169",5
"1170",2
"1171",4
"1172",2
"1173",1
"1174",4
"1175",2
"1176",5
"1177",1
"1178",5
"1179",1
"1180",2
"1181",4
"1182",4
"1183",5
"1184",5
"1185",1
"1186",6
"1187",5
"1188",3
"1189",2
"1190",4
"1191",4
"1192",6
"1193",4
"1194",4
"1195",2
"1196",5
"1197",1
"1198",4
"1199",3
"1200",6
"1201",5
"1202",5
"1203",1
"1204",5
"1205",4
"1206",4
"1207",3
"1208",4
"1209",6
"1210",2
"1211",5
"1212",1
"1213",2
"1214",2
"1215",2
"1216",6
"1217",4
"1218",2
"1219",4
"1220",5
"1221",3
"1222",6
"1223",3
"1224",2
"1225",3
"1226",2
"1227",5
"1228",4
"1229",3
"1230",2
"1231",5
"1232",3
"1233",1
"1234",3
"1235",4
"1236",4
"1237",3
"1238",4
"1239",5
"1240",4
"1241",6
"1242",6
"1243",2
"1244",6
"1245",2
"1246",1
"1247",1
"1248",5
"1249",1
"1250",4
"1251",4
"1252",1
"1253",2
"1254",4
"1255",1
"1256",6
"1257",6
"1258",3
"1259",3
"1260",5
"1261",3
"1262",4
"1263",6
"1264",3
"1265",5
"1266",1
"1267",6
"1268",3
"1269",6
"1270",1
"1271",2
"1272",6
"1273",5
"1274",3
"1275",2
"1276",1
"1277",4
"1278",6
"1279",4
"1280",4
"1281",6
"1282",4
"1283",5
"1284",5
"1285",6
"1286",4
"1287",1
"1288",6
"1289",4
"1290",4
"1291",1
"1292",6
"1293",1
"1294",3
"1295",4
"1296",3
"1297",5
"1298",1
"1299",3
"1300",4
"1301",6
"1302",6
"1303",4
"1304",3
"1305",3
"1306",1
"1307",5
"1308",2
"1309",1
"1310",4
"1311",1
"1312",2
"1313",5
"1314",5
"1315",6
"1316",2
"1317",6
"1318",3
"1319",6
"1320",5
"1321",2
"1322",3
"1323",4
"1324",5
"1325",2
"1326",6
"1327",5
"1328",1
"1329",3
"1330",6
"1331",2
"1332",3
"1333",4
"1334",5
"1335",3
"1336",6
"1337",4
"1338",2
"1339",5
"1340",3
"1341",4
"1342",1
"1343",2
"1344",2
"1345",4
"1346",3
"1347",5
"1348",3
"1349",3
"1350",4
"1351",5
"1352",2
"1353",3
"1354",5
"1355",2
"1356",4
"1357",5
"1358",1
"1359",4
"1360",5
"1361",3
"1362",4
"1363",5
"1364",4
"1365",3
"1366",2
"1367",4
"1368",4
"1369",5
"1370",5
"1371",4
"1372",2
"1373",2
"1374",4
"1375",2
"1376",1
"1377",3
"1378",4
"1379",2
"1380",6
"1381",2
"1382",6
"1383",4
"1384",6
"1385",3
"1386",6
"1387",3
"1388",1
"1389",1
"1390",5
"1391",1
"1392",5
"1393",3
"1394",2
"1395",2
"1396",4
"1397",5
"1398",6
"1399",4
"1400",1
"1401",6
"1402",1
"1403",1
"1404",3
"1405",4
"1406",5
"1407",6
"1408",6
"1409",1
"1410",1
"1411",2
"1412",6
"1413",2
"1414",1
"1415",5
"1416",3
"1417",3
"1418",3
"1419",5
"1420",3
"1421",2
"1422",5
"1423",6
"1424",5
"1425",5
"1426",2
"1427",1
"1428",4
"1429",5
"1430",3
"1431",2
"1432",4
"1433",5
"1434",3
"1435",6
"1436",2
"1437",6
"1438",2
"1439",3
"1440",2
"1441",5
"1442",3
"1443",1
"1444",5
"1445",3
"1446",3
"1447",6
"1448",4
"1449",6
"1450",4
"1451",1
"1452",6
"1453",6
"1454",4
"1455",1
"1456",4
"1457",5
"1458",4
"1459",3
"1460",3
"1461",4
"1462",4
"1463",1
"1464",5
"1465",2
"1466",5
"1467",6
"1468",1
"1469",5
"1470",5
"1471",1
"1472",1
"1473",6
"1474",5
"1475",1
"1476",6
"1477",2
"1478",1
"1479",5
"1480",2
"1481",6
"1482",1
"1483",3
"1484",1
"1485",3
"1486",5
"1487",1
"1488",3
"1489",3
"1490",1
"1491",5
"1492",4
"1493",2
"1494",3
"1495",5
"1496",4
"1497",4
"1498",1
"1499",5
"1500",3
