"","x"
"215",1
"216",1
"217",2
"218",2
"219",2
"220",1
"221",1
"222",1
"223",2
"224",2
"225",1
"226",2
"227",2
"228",2
"229",2
"230",1
"231",1
"232",1
"233",1
"234",2
"235",1
"236",1
"237",1
"238",2
"239",1
"240",1
"241",2
"242",1
"243",2
"244",2
"245",2
"246",2
"247",2
"248",2
"249",1
"250",1
"251",2
"252",1
"253",2
"254",1
"255",2
"256",2
"257",1
"258",1
"259",2
"260",2
"261",2
"262",2
"263",2
"264",1
"265",2
"266",2
"267",2
"268",2
"269",1
"270",2
"271",1
"272",2
"273",1
"274",2
"275",2
"276",1
"277",2
"278",2
"279",1
"280",1
"281",2
"282",1
"283",1
"284",2
"285",2
"286",1
"287",2
"288",2
"289",2
"290",2
"291",2
"292",2
"293",2
"294",1
"295",1
"296",2
"297",2
"298",1
"299",1
"300",2
"301",2
"302",1
"303",2
"304",1
"305",1
"306",1
"307",1
"308",1
"309",1
"310",1
"311",1
"312",2
"313",1
"314",2
"315",2
"316",2
"317",1
"318",2
"319",2
"320",1
"321",1
"322",1
"323",1
"324",1
"325",1
"326",1
"327",2
"328",1
"329",2
"330",2
"331",1
"332",2
"333",1
"334",2
"335",1
"336",1
"337",1
"338",2
"339",2
"340",2
"341",2
"342",1
"343",1
"344",2
"345",2
"346",1
"347",2
"348",2
"349",1
"350",1
"351",2
"352",1
"353",1
"354",2
"355",1
"356",2
"357",1
"358",2
"359",1
"360",1
"361",2
"362",2
"363",2
"364",1
"365",1
"366",2
"367",2
"368",2
"369",1
"370",2
"371",1
"372",2
"373",2
"374",1
"375",1
"376",1
"377",2
"378",1
"379",2
"380",1
"381",1
"382",2
"383",1
"384",1
"385",1
"386",2
"387",1
"388",2
"389",2
"390",1
"391",1
"392",1
"393",2
"394",2
"395",2
"396",1
"397",2
"398",1
"399",2
"400",2
"401",1
"402",2
"403",1
"404",2
"405",2
"406",1
"407",2
"408",1
"409",2
"410",1
"411",2
"412",2
"413",2
"414",1
"415",1
"416",2
"417",2
"418",2
"419",2
"420",2
"421",2
"422",1
"423",2
"424",2
"425",1
"426",1
"427",1
"428",2
"429",2
"430",1
"431",2
"432",2
"433",1
"434",2
"435",1
"436",2
"437",1
"438",1
"439",2
"440",2
"441",2
"442",2
"443",2
"444",2
"445",2
"446",2
"447",1
"448",1
"449",2
"450",1
"451",2
"452",2
"453",2
"454",2
"455",1
"456",1
"457",1
"458",1
"459",2
"460",2
"461",2
"462",1
"463",2
"464",2
"465",2
"466",1
"467",2
"468",2
"469",1
"470",2
"471",1
"472",1
"473",2
"474",1
"475",1
"476",2
"477",1
"478",2
"479",2
"480",1
"481",2
"482",2
"483",2
"484",2
"485",2
"486",1
"487",2
"488",1
"489",2
"490",2
"491",1
"492",2
"493",2
"494",2
"495",1
"496",1
"497",1
"498",1
"499",1
"500",1
"501",1
"502",2
"503",2
"504",2
"505",1
"506",1
"507",2
"508",1
"509",1
"510",1
"511",1
"512",2
"513",1
"514",1
"515",1
"516",1
"517",2
"518",1
"519",1
"520",1
"521",1
"522",2
"523",2
"524",2
"525",2
"526",2
"527",1
"528",2
"529",1
"530",2
"531",1
"532",1
"533",1
"534",2
"535",1
"536",1
"537",1
"538",2
"539",1
"540",1
"541",1
"542",1
"543",2
"544",2
"545",2
"546",1
"547",1
"548",1
"549",1
"550",1
"551",1
"552",1
"553",1
"554",2
"555",2
"556",2
"557",2
"558",1
"559",2
"560",2
"561",2
"562",2
"563",2
"564",2
"565",1
"566",2
"567",2
"568",2
"569",1
"570",1
"571",1
"572",1
"573",1
"574",2
"575",1
"576",1
"577",2
"578",2
"579",2
"580",2
"581",1
"582",1
"583",1
"584",1
"585",2
"586",2
"587",2
"588",2
"589",1
"590",1
"591",1
"592",1
"593",2
"594",1
"595",1
"596",1
"597",2
"598",1
"599",1
"600",2
"601",1
"602",1
"603",2
"604",2
"605",1
"606",2
"607",1
"608",2
"609",2
"610",1
"611",1
"612",1
"613",1
"614",1
"615",1
"616",2
"617",2
"618",1
"619",2
"620",1
"621",1
"622",2
"623",2
"624",2
"625",2
"626",2
"627",2
"628",2
"629",2
"630",2
"631",1
"632",1
"633",1
"634",1
"635",1
"636",2
"637",1
"638",2
"639",1
"640",1
"641",2
"642",1
"643",1
"644",2
"645",2
"646",1
"647",2
"648",1
"649",1
"650",1
"651",2
"652",2
"653",1
"654",1
"655",1
"656",1
"657",1
"658",2
"659",2
"660",2
"661",2
"662",2
"663",1
"664",2
"665",2
"666",2
"667",1
"668",2
"669",2
"670",2
"671",2
"672",2
"673",1
"674",1
"675",1
"676",1
"677",1
"678",2
"679",2
"680",2
"681",1
"682",1
"683",2
"684",2
"685",1
"686",1
"687",2
"688",1
"689",2
"690",1
"691",2
"692",2
"693",1
"694",2
"695",2
"696",2
"697",2
"698",2
"699",2
"700",1
"701",1
"702",1
"703",2
"704",2
"705",1
"706",2
"707",2
"708",1
"709",1
"710",2
"711",1
"712",2
"713",1
"714",2
"715",1
"716",1
"717",1
"718",1
"719",2
"720",2
"721",2
"722",2
"723",2
"724",2
"725",1
"726",2
"727",1
"728",1
"729",2
"730",1
"731",1
"732",1
"733",1
"734",2
"735",1
"736",2
"737",2
"738",2
"739",2
"740",2
"741",2
"742",2
"743",2
"744",1
"745",1
"746",2
"747",1
"748",2
"749",1
"750",2
"751",1
"752",1
"753",1
"754",1
"755",2
"756",1
"757",2
"758",1
"759",1
"760",2
"761",1
"762",2
"763",2
"764",1
"765",1
"766",2
"767",2
"768",1
"769",1
"770",2
"771",1
"772",1
"773",2
"774",2
"775",1
"776",2
"777",2
"778",1
"779",2
"780",2
"781",2
"782",2
"783",2
"784",2
"785",1
"786",1
"787",2
"788",1
"789",2
"790",1
"791",2
"792",1
"793",1
"794",1
"795",2
"796",2
"797",2
"798",1
"799",1
"800",2
"801",1
"802",1
"803",2
"804",1
"805",1
"806",1
"807",2
"808",1
"809",2
"810",2
"811",1
"812",2
"813",1
"814",2
"815",1
"816",1
"817",2
"818",1
"819",1
"820",1
"821",1
"822",2
"823",2
"824",2
"825",1
"826",2
"827",1
"828",1
"829",1
"830",2
"831",1
"832",2
"833",2
"834",2
"835",1
"836",1
"837",1
"838",2
"839",1
"840",1
"841",2
"842",1
"843",2
"844",1
"845",2
"846",1
"847",2
"848",2
"849",1
"850",2
"851",2
"852",2
"853",2
"854",2
"855",1
"856",2
"857",2
"858",2
"859",2
"860",1
"861",1
"862",1
"863",1
"864",1
"865",2
"866",2
"867",1
"868",1
"869",1
"870",1
"871",1
"872",2
"873",1
"874",2
"875",2
"876",2
"877",1
"878",1
"879",2
"880",1
"881",1
"882",1
"883",1
"884",2
"885",1
"886",2
"887",1
"888",2
"889",1
"890",2
"891",2
"892",1
"893",1
"894",1
"895",1
"896",2
"897",2
"898",2
"899",2
"900",1
"901",2
"902",1
"903",1
"904",2
"905",1
"906",2
"907",2
"908",2
"909",2
"910",2
"911",2
"912",2
"913",1
"914",2
"915",1
"916",2
"917",1
"918",1
"919",2
"920",2
"921",1
"922",2
"923",1
"924",1
"925",2
"926",2
"927",2
"928",1
"929",2
"930",1
"931",2
"932",2
"933",1
"934",2
"935",1
"936",1
"937",2
"938",2
"939",1
"940",1
"941",1
"942",2
"943",2
"944",2
"945",2
"946",1
"947",2
"948",2
"949",1
"950",2
"951",1
"952",1
"953",2
"954",1
"955",1
"956",1
"957",1
"958",2
"959",2
"960",1
"961",1
"962",2
"963",1
"964",2
"965",1
"966",2
"967",1
"968",2
"969",2
"970",2
"971",2
"972",1
"973",2
"974",1
"975",2
"976",2
"977",1
"978",2
"979",2
"980",2
"981",1
"982",2
"983",2
"984",1
"985",2
"986",2
"987",2
"988",1
"989",2
"990",2
"991",2
"992",1
"993",1
"994",2
"995",2
"996",2
"997",1
"998",1
"999",2
"1000",2
"1001",1
"1002",2
"1003",1
"1004",2
"1005",1
"1006",2
"1007",2
"1008",1
"1009",2
"1010",1
"1011",2
"1012",1
"1013",1
"1014",2
"1015",2
"1016",1
"1017",1
"1018",1
"1019",1
"1020",1
"1021",2
"1022",1
"1023",2
"1024",2
"1025",1
"1026",1
"1027",2
"1028",1
"1029",1
"1030",2
"1031",1
"1032",1
"1033",2
"1034",1
"1035",1
"1036",1
"1037",1
"1038",2
"1039",1
"1040",1
"1041",1
"1042",2
"1043",2
"1044",2
"1045",2
"1046",1
"1047",1
"1048",1
"1049",2
"1050",1
"1051",1
"1052",1
"1053",1
"1054",2
"1055",1
"1056",2
"1057",2
"1058",2
"1059",2
"1060",2
"1061",2
"1062",1
"1063",2
"1064",1
"1065",1
"1066",1
"1067",1
"1068",2
"1069",1
"1070",1
"1071",1
"1072",2
"1073",2
"1074",1
"1075",2
"1076",1
"1077",1
"1078",2
"1079",1
"1080",1
"1081",2
"1082",2
"1083",1
"1084",2
"1085",2
"1086",2
"1087",2
"1088",1
"1089",2
"1090",1
"1091",2
"1092",1
"1093",1
"1094",1
"1095",2
"1096",1
"1097",1
"1098",1
"1099",1
"1100",2
"1101",2
"1102",1
"1103",1
"1104",1
"1105",2
"1106",2
"1107",1
"1108",2
"1109",1
"1110",2
"1111",1
"1112",2
"1113",1
"1114",2
"1115",1
"1116",2
"1117",1
"1118",1
"1119",1
"1120",2
"1121",1
"1122",2
"1123",1
"1124",1
"1125",2
"1126",2
"1127",2
"1128",1
"1129",1
"1130",2
"1131",1
"1132",1
"1133",1
"1134",1
"1135",2
"1136",2
"1137",1
"1138",2
"1139",1
"1140",1
"1141",1
"1142",2
"1143",1
"1144",1
"1145",1
"1146",2
"1147",2
"1148",2
"1149",2
"1150",1
"1151",1
"1152",1
"1153",2
"1154",1
"1155",1
"1156",1
"1157",1
"1158",1
"1159",1
"1160",1
"1161",1
"1162",1
"1163",2
"1164",2
"1165",1
"1166",1
"1167",1
"1168",1
"1169",2
"1170",2
"1171",2
"1172",1
"1173",2
"1174",2
"1175",2
"1176",2
"1177",1
"1178",2
"1179",1
"1180",2
"1181",1
"1182",1
"1183",1
"1184",1
"1185",2
"1186",2
"1187",2
"1188",1
"1189",1
"1190",2
"1191",2
"1192",2
"1193",2
"1194",2
"1195",2
"1196",2
"1197",1
"1198",2
"1199",1
"1200",1
"1201",1
"1202",2
"1203",2
"1204",1
"1205",1
"1206",1
"1207",1
"1208",2
"1209",1
"1210",2
"1211",1
"1212",2
"1213",2
"1214",2
"1215",1
"1216",2
"1217",2
"1218",1
"1219",1
"1220",1
"1221",1
"1222",1
"1223",1
"1224",1
"1225",2
"1226",1
"1227",2
"1228",2
"1229",2
"1230",2
"1231",2
"1232",2
"1233",2
"1234",1
"1235",2
"1236",2
"1237",2
"1238",1
"1239",2
"1240",1
"1241",2
"1242",1
"1243",1
"1244",1
"1245",1
"1246",1
"1247",2
"1248",1
"1249",1
"1250",2
"1251",2
"1252",1
"1253",2
"1254",2
"1255",1
"1256",2
"1257",1
"1258",1
"1259",1
"1260",1
"1261",1
"1262",2
"1263",2
"1264",1
"1265",1
"1266",1
"1267",2
"1268",2
"1269",1
"1270",1
"1271",2
"1272",2
"1273",2
"1274",1
"1275",1
"1276",1
"1277",1
"1278",1
"1279",2
"1280",2
"1281",1
"1282",2
"1283",2
"1284",2
"1285",2
"1286",2
"1287",2
"1288",2
"1289",1
"1290",1
"1291",2
"1292",2
"1293",2
"1294",1
"1295",1
"1296",2
"1297",2
"1298",2
"1299",1
"1300",2
"1301",1
"1302",2
"1303",1
"1304",2
"1305",2
"1306",1
"1307",2
"1308",1
"1309",1
"1310",2
"1311",1
"1312",1
"1313",1
"1314",2
"1315",2
"1316",2
"1317",2
"1318",2
"1319",2
"1320",1
"1321",2
"1322",2
"1323",1
"1324",1
"1325",2
"1326",2
"1327",1
"1328",2
"1329",1
"1330",1
"1331",2
"1332",1
"1333",1
"1334",2
"1335",1
"1336",1
"1337",1
"1338",1
"1339",2
"1340",2
"1341",1
"1342",1
"1343",2
"1344",2
"1345",2
"1346",2
"1347",2
"1348",1
"1349",2
"1350",2
"1351",2
"1352",1
"1353",1
"1354",2
"1355",2
"1356",2
"1357",1
"1358",2
"1359",2
"1360",2
"1361",2
"1362",1
"1363",1
"1364",2
"1365",2
"1366",1
"1367",2
"1368",1
"1369",1
"1370",1
"1371",1
"1372",2
"1373",2
"1374",2
"1375",1
"1376",1
"1377",1
"1378",2
"1379",2
"1380",1
"1381",2
"1382",2
"1383",1
"1384",2
"1385",2
"1386",1
"1387",1
"1388",2
"1389",2
"1390",1
"1391",2
"1392",2
"1393",2
"1394",1
"1395",1
"1396",1
"1397",1
"1398",2
"1399",2
"1400",2
"1401",2
"1402",2
"1403",1
"1404",1
"1405",2
"1406",1
"1407",2
"1408",1
"1409",1
"1410",2
"1411",1
"1412",1
"1413",1
"1414",2
"1415",2
"1416",1
"1417",2
"1418",1
"1419",1
"1420",2
"1421",1
"1422",1
"1423",1
"1424",2
"1425",1
"1426",1
"1427",2
"1428",2
"1429",1
"1430",1
"1431",1
"1432",1
"1433",1
"1434",2
"1435",2
"1436",1
"1437",1
"1438",2
"1439",2
"1440",1
"1441",2
"1442",1
"1443",2
"1444",1
"1445",2
"1446",1
"1447",1
"1448",2
"1449",2
"1450",2
"1451",1
"1452",1
"1453",2
"1454",2
"1455",2
"1456",2
"1457",2
"1458",1
"1459",2
"1460",1
"1461",1
"1462",2
"1463",1
"1464",2
"1465",1
"1466",2
"1467",1
"1468",1
"1469",1
"1470",1
"1471",1
"1472",1
"1473",1
"1474",1
"1475",2
"1476",1
"1477",1
"1478",2
"1479",1
"1480",1
"1481",2
"1482",1
"1483",2
"1484",1
"1485",2
"1486",2
"1487",2
"1488",1
"1489",2
"1490",1
"1491",2
"1492",2
"1493",1
"1494",2
"1495",1
"1496",2
"1497",1
"1498",2
"1499",1
"1500",2
