"","x"
"215",1
"216",2
"217",1
"218",1
"219",1
"220",1
"221",2
"222",1
"223",1
"224",2
"225",2
"226",2
"227",2
"228",1
"229",1
"230",1
"231",2
"232",1
"233",2
"234",1
"235",2
"236",2
"237",1
"238",1
"239",2
"240",1
"241",1
"242",2
"243",2
"244",1
"245",2
"246",1
"247",2
"248",2
"249",2
"250",2
"251",1
"252",2
"253",2
"254",2
"255",2
"256",1
"257",1
"258",2
"259",1
"260",2
"261",1
"262",1
"263",2
"264",2
"265",2
"266",2
"267",1
"268",2
"269",1
"270",1
"271",2
"272",1
"273",1
"274",1
"275",1
"276",1
"277",1
"278",2
"279",1
"280",1
"281",1
"282",2
"283",2
"284",1
"285",1
"286",1
"287",2
"288",2
"289",2
"290",2
"291",2
"292",2
"293",1
"294",2
"295",2
"296",2
"297",2
"298",1
"299",1
"300",1
"301",1
"302",2
"303",2
"304",1
"305",2
"306",2
"307",2
"308",1
"309",1
"310",1
"311",1
"312",1
"313",1
"314",2
"315",1
"316",1
"317",1
"318",1
"319",1
"320",2
"321",2
"322",1
"323",1
"324",2
"325",2
"326",1
"327",2
"328",2
"329",2
"330",1
"331",2
"332",2
"333",2
"334",1
"335",2
"336",1
"337",1
"338",1
"339",1
"340",2
"341",1
"342",1
"343",1
"344",1
"345",1
"346",1
"347",2
"348",1
"349",2
"350",2
"351",1
"352",2
"353",1
"354",1
"355",1
"356",1
"357",1
"358",1
"359",2
"360",1
"361",2
"362",2
"363",1
"364",2
"365",1
"366",1
"367",2
"368",2
"369",1
"370",1
"371",2
"372",2
"373",2
"374",2
"375",1
"376",2
"377",1
"378",1
"379",1
"380",2
"381",1
"382",1
"383",2
"384",1
"385",2
"386",2
"387",2
"388",2
"389",1
"390",1
"391",1
"392",1
"393",2
"394",2
"395",2
"396",2
"397",1
"398",2
"399",2
"400",2
"401",1
"402",2
"403",2
"404",1
"405",2
"406",1
"407",1
"408",1
"409",1
"410",2
"411",1
"412",1
"413",1
"414",1
"415",2
"416",2
"417",2
"418",2
"419",1
"420",1
"421",1
"422",2
"423",2
"424",1
"425",2
"426",1
"427",2
"428",1
"429",1
"430",2
"431",2
"432",1
"433",1
"434",2
"435",2
"436",1
"437",1
"438",2
"439",1
"440",1
"441",1
"442",1
"443",2
"444",2
"445",1
"446",2
"447",1
"448",2
"449",2
"450",2
"451",2
"452",2
"453",2
"454",1
"455",1
"456",2
"457",2
"458",2
"459",1
"460",1
"461",2
"462",2
"463",1
"464",1
"465",2
"466",1
"467",2
"468",2
"469",2
"470",1
"471",2
"472",1
"473",2
"474",1
"475",1
"476",2
"477",2
"478",1
"479",2
"480",1
"481",2
"482",2
"483",1
"484",2
"485",1
"486",1
"487",1
"488",2
"489",1
"490",1
"491",2
"492",1
"493",1
"494",1
"495",1
"496",2
"497",2
"498",2
"499",2
"500",2
"501",2
"502",1
"503",1
"504",2
"505",2
"506",2
"507",2
"508",1
"509",1
"510",2
"511",2
"512",2
"513",1
"514",2
"515",1
"516",1
"517",1
"518",1
"519",1
"520",2
"521",2
"522",1
"523",2
"524",1
"525",2
"526",2
"527",1
"528",1
"529",2
"530",2
"531",2
"532",2
"533",1
"534",1
"535",1
"536",2
"537",2
"538",2
"539",2
"540",1
"541",2
"542",2
"543",2
"544",1
"545",2
"546",1
"547",1
"548",2
"549",1
"550",2
"551",2
"552",1
"553",2
"554",1
"555",1
"556",1
"557",2
"558",1
"559",1
"560",2
"561",1
"562",2
"563",1
"564",1
"565",2
"566",1
"567",2
"568",1
"569",1
"570",1
"571",2
"572",2
"573",2
"574",1
"575",2
"576",2
"577",2
"578",2
"579",1
"580",2
"581",2
"582",1
"583",2
"584",2
"585",2
"586",1
"587",2
"588",2
"589",1
"590",2
"591",2
"592",2
"593",2
"594",2
"595",2
"596",2
"597",1
"598",1
"599",1
"600",2
"601",1
"602",1
"603",1
"604",1
"605",2
"606",1
"607",2
"608",2
"609",2
"610",2
"611",1
"612",2
"613",2
"614",1
"615",1
"616",1
"617",1
"618",2
"619",2
"620",1
"621",1
"622",2
"623",1
"624",2
"625",1
"626",2
"627",1
"628",1
"629",2
"630",2
"631",2
"632",2
"633",2
"634",1
"635",2
"636",1
"637",2
"638",1
"639",2
"640",2
"641",1
"642",2
"643",1
"644",2
"645",2
"646",1
"647",2
"648",1
"649",1
"650",2
"651",1
"652",1
"653",1
"654",1
"655",2
"656",2
"657",2
"658",1
"659",2
"660",1
"661",2
"662",2
"663",2
"664",2
"665",2
"666",2
"667",2
"668",1
"669",1
"670",1
"671",2
"672",2
"673",2
"674",2
"675",1
"676",1
"677",2
"678",1
"679",2
"680",1
"681",2
"682",1
"683",2
"684",1
"685",2
"686",2
"687",1
"688",2
"689",2
"690",1
"691",1
"692",1
"693",1
"694",2
"695",2
"696",2
"697",2
"698",2
"699",1
"700",1
"701",1
"702",2
"703",1
"704",1
"705",1
"706",2
"707",2
"708",2
"709",1
"710",2
"711",2
"712",2
"713",1
"714",2
"715",2
"716",1
"717",2
"718",1
"719",2
"720",1
"721",2
"722",1
"723",1
"724",2
"725",2
"726",1
"727",1
"728",1
"729",1
"730",2
"731",2
"732",2
"733",2
"734",2
"735",2
"736",2
"737",2
"738",2
"739",1
"740",2
"741",2
"742",2
"743",2
"744",2
"745",2
"746",1
"747",1
"748",2
"749",1
"750",2
"751",2
"752",1
"753",2
"754",2
"755",1
"756",2
"757",2
"758",2
"759",2
"760",2
"761",2
"762",2
"763",1
"764",2
"765",2
"766",2
"767",2
"768",2
"769",2
"770",1
"771",1
"772",2
"773",2
"774",1
"775",1
"776",2
"777",1
"778",2
"779",2
"780",1
"781",2
"782",2
"783",2
"784",1
"785",2
"786",1
"787",1
"788",1
"789",2
"790",2
"791",1
"792",1
"793",2
"794",2
"795",1
"796",2
"797",2
"798",1
"799",2
"800",1
"801",2
"802",2
"803",2
"804",1
"805",1
"806",2
"807",2
"808",2
"809",1
"810",2
"811",1
"812",2
"813",1
"814",1
"815",1
"816",2
"817",1
"818",1
"819",1
"820",2
"821",2
"822",1
"823",2
"824",2
"825",1
"826",1
"827",1
"828",1
"829",1
"830",2
"831",2
"832",1
"833",2
"834",2
"835",1
"836",2
"837",1
"838",2
"839",1
"840",2
"841",2
"842",2
"843",1
"844",1
"845",1
"846",2
"847",2
"848",1
"849",1
"850",2
"851",1
"852",1
"853",1
"854",2
"855",2
"856",2
"857",1
"858",1
"859",1
"860",1
"861",1
"862",1
"863",1
"864",2
"865",2
"866",2
"867",2
"868",2
"869",1
"870",2
"871",1
"872",2
"873",2
"874",1
"875",1
"876",2
"877",1
"878",2
"879",1
"880",1
"881",2
"882",1
"883",1
"884",2
"885",2
"886",2
"887",2
"888",1
"889",2
"890",1
"891",2
"892",1
"893",1
"894",2
"895",2
"896",1
"897",2
"898",2
"899",1
"900",1
"901",1
"902",2
"903",1
"904",2
"905",1
"906",2
"907",1
"908",2
"909",1
"910",2
"911",2
"912",2
"913",1
"914",2
"915",2
"916",2
"917",1
"918",2
"919",2
"920",1
"921",2
"922",1
"923",2
"924",1
"925",2
"926",2
"927",1
"928",1
"929",2
"930",2
"931",2
"932",2
"933",1
"934",1
"935",2
"936",1
"937",2
"938",2
"939",2
"940",1
"941",1
"942",1
"943",2
"944",1
"945",1
"946",2
"947",1
"948",1
"949",1
"950",1
"951",1
"952",2
"953",1
"954",1
"955",1
"956",2
"957",1
"958",2
"959",1
"960",1
"961",2
"962",2
"963",2
"964",2
"965",1
"966",1
"967",2
"968",2
"969",2
"970",1
"971",2
"972",2
"973",2
"974",1
"975",1
"976",2
"977",1
"978",2
"979",1
"980",1
"981",2
"982",1
"983",2
"984",2
"985",2
"986",1
"987",2
"988",1
"989",2
"990",1
"991",1
"992",2
"993",1
"994",2
"995",1
"996",1
"997",2
"998",1
"999",2
"1000",2
