"","x"
"883",2
"884",2
"885",2
"886",1
"887",1
"888",2
"889",1
"890",1
"891",2
"892",1
"893",2
"894",2
"895",2
"896",1
"897",2
"898",1
"899",1
"900",2
"901",1
"902",2
"903",2
"904",2
"905",2
"906",1
"907",1
"908",2
"909",2
"910",2
"911",2
"912",1
"913",1
"914",1
"915",2
"916",2
"917",2
"918",2
"919",1
"920",2
"921",1
"922",2
"923",2
"924",2
"925",1
"926",2
"927",1
"928",2
"929",1
"930",1
"931",1
"932",1
"933",2
"934",2
"935",2
"936",1
"937",1
"938",1
"939",1
"940",1
"941",2
"942",1
"943",2
"944",1
"945",1
"946",1
"947",2
"948",1
"949",2
"950",2
"951",1
"952",1
"953",1
"954",1
"955",2
"956",2
"957",1
"958",2
"959",2
"960",2
"961",1
"962",2
"963",1
"964",2
"965",1
"966",1
"967",1
"968",1
"969",2
"970",1
"971",1
"972",1
"973",2
"974",2
"975",1
"976",1
"977",2
"978",2
"979",2
"980",2
"981",1
"982",1
"983",2
"984",2
"985",2
"986",1
"987",1
"988",2
"989",1
"990",2
"991",1
"992",1
"993",1
"994",2
"995",2
"996",2
"997",1
"998",2
"999",2
"1000",2
